username,video_id,video_url,hashtags
londonsultrasecretspam,7.47849E+18,,"['#vent', '#school', '#bullying', '#venting', '#girlinterrupted']"
grace_recoversx,7.43873E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy', '#foodfreedom', '#anarecovry', '#relatable']"
grace_recoversx,7.4877E+18,,"['#recoveryispossible', '#anarec0very', '#recoverytok', '#ed', '#mentalhealthmatters', '#mentalhealth', '#fyp']"
grace_recoversx,7.48726E+18,,"['#recoveryispossible', '#anarec0very', '#recoverytok', '#ed', '#mentalhealthmatters', '#mentalhealth', '#fyp', '#anarecov']"
grace_recoversx,7.48509E+18,,"['#recoveryispossible', '#anarec0very', '#recoverytok', '#ed', '#mentalhealthmatters', '#mentalhealth', '#fyp']"
grace_recoversx,7.48027E+18,,"['#anarec0very', '#recoveryispossible', '#recoverytok', '#ed', '#mentalhealthmatters', '#mentalhealth', '#fyp']"
grace_recoversx,7.47764E+18,,"['#anarec0very', '#recoveryispossible', '#recoverytok']"
grace_recoversx,7.47285E+18,,"['#ed', '#recoveryispossible', '#recoverytok', '#anarec0very', '#mentalhealthmatters', '#mentalhealth', '#anarecov']"
grace_recoversx,7.46876E+18,,"['#ed', '#recoveryispossible', '#recoverytok', '#wieiad', '#wieiadedrecovery']"
grace_recoversx,7.46764E+18,,"['#ed', '#recoveryispossible', '#recoverytok', '#anarecov']"
grace_recoversx,7.46279E+18,,"['#edrec0very', '#anarec0very', '#mentalhealth', '#fyp', '#recoverytok', '#ed', '#mentalhealthmatters']"
grace_recoversx,7.46243E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#recoverytok', '#recoveryispossible', '#foryou', '#anarecovry', '#relatable', '#recovery', '#ed', '#mentalhealthmatters', '#wieiadedrecovery']"
grace_recoversx,7.45615E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#recoverytok', '#recoveryispossible', '#foryou', '#anarecovry', '#relatable', '#ed', '#recovery', '#mentalhealthmatters', '#foodfreedom', '#edsheeranrecoveryy', '#wieiadedrecovery', '#wieiad']"
grace_recoversx,7.45467E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoverytok', '#anarecovry', '#relatable']"
grace_recoversx,7.45235E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth']"
grace_recoversx,7.4513E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy', '#anarecovry', '#relatable', '#foodfreedom']"
grace_recoversx,7.44392E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy', '#anarecovry', '#relatable', '#foodfreedom']"
grace_recoversx,7.44094E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy', '#anarecovry', '#relatable', '#foodfreedom']"
grace_recoversx,7.43836E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy', '#foodfreedom', '#anarecovry', '#relatable']"
grace_recoversx,7.43722E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy', '#relatable', '#foodfreedom']"
grace_recoversx,7.43687E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy', '#anarecovry', '#relatable', '#foodfreedom']"
grace_recoversx,7.4365E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy', '#anarecovry', '#relatable', '#foodfreedom']"
grace_recoversx,7.43612E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy', '#anarecovry', '#relatable', '#foodfreedom']"
grace_recoversx,7.43494E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#mentalhealthmatters', '#edsheeranrecoveryy']"
grace_recoversx,7.43467E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#recoverytok', '#ed', '#recovery', '#anarecovry']"
grace_recoversx,7.43386E+18,,"['#edrec0very', '#anarec0very', '#edawarewness', '#mentalhealth', '#fyp', '#foryou', '#recoveryispossible', '#mentalhealthmatters', '#ed', '#recovery']"
grace_recoversx,7.43353E+18,,"['#edsheeranrecoveryy', '#recoverytok', '#anarec0very', '#edrec0very', '#mentalhealth', '#edawarewness', '#anarecovry']"
healingnoelle,7.49209E+18,,"['#fyp', '#mentalhealth', '#mentalhealthmatters', '#edrecovry', '#edawarewness', '#recoverytiktok', '#recoveryjourney', '#recoveryispossible']"
healingnoelle,7.49014E+18,,"['#fyp', '#zartmann', '#spring', '#mentalhealth', '#mentalhealthmatters', '#CloseUpAuge']"
healingnoelle,7.48717E+18,,"['#fyp', '#edrecovry', '#edawarewness', '#MentalHealth', '#mentalhealthmatters', '#recoverytiktok', '#recoveryjourney', '#recoveryispossible']"
healingnoelle,7.48473E+18,,"['#fyp', '#recoveryispossible', '#edrecovry', '#edawarewness', '#MentalHealth', '#mentalhealthmatters', '#recoverytiktok', '#recoveryjourney']"
healingnoelle,7.48452E+18,,"['#fyp', '#recoveryispossible', '#edrecovry', '#edawarewness', '#MentalHealth', '#mentalhealthmatters']"
healingnoelle,7.4845E+18,,"['#recoveryispossible', '#edrecovry', '#edawarewness', '#MentalHealth', '#mentalhealthmatters', '#fyp']"
healingnoelle,7.48363E+18,,"['#recoveryispossible', '#edrecovry', '#edawarewness', '#MentalHealth', '#mentalhealthmatters', '#recoverytiktok', '#recoveryjourney', '#fyp']"
healingnoelle,7.4805E+18,,"['#recoveryispossible', '#edrecovry', '#edawarewness', '#MentalHealth', '#mentalhealthmatters', '#recoverytiktok', '#anrecovery', '#recoveryjourney']"
healingnoelle,7.47974E+18,,"['#fitcheck', '#outfit', '#outfitinspo', '#recoveryispossible', '#edrecovry', '#edawarewness', '#MentalHealth', '#mentalhealthmatters', '#Ootd']"
healingnoelle,7.47863E+18,,"['#recoveryispossible', '#recoverytiktok', '#edawarewness', '#edrecovry', '#anrecovery', '#MentalHealth', '#mentalhealthmatters', '#recoveryjourney']"
healingnoelle,7.47825E+18,,"['#recoveryispossible', '#recoverytiktok', '#edawarewness', '#edrecovry', '#recoveryispossible', '#anrecovery', '#MentalHealth', '#mentalhealthmatters', '#recoveryjourney']"
healingnoelle,7.44296E+18,,"['#Ootd', '#fitcheck']"
healingnoelle,7.35887E+18,,['#dogs']
healingnoelle,7.3526E+18,,[]
healingnoelle,7.34742E+18,,"['#mentalhealthmatters', '#mentalhealthawareness', '#fypシ', '#fypシ', '#fyp', '#reminder', '#quotes']"
healingnoelle,7.3459E+18,,"['#fyp', '#fypシ', '#fypシ', '#mentalhealthmatters', '#mentalhealthawareness', '#recoveryispossible', '#shawarenes', '#dog', '#harrystyles']"
healingnoelle,7.33728E+18,,"['#mentalhealthmatters', '#mentalhealthawareness', '#recoveryispossible', '#fyp', '#fypシ', '#fypシ', '#fypシedrec0very']"
healingnoelle,7.33059E+18,,"['#fyp', '#fypシ', '#fypシ', '#mentalhealthmatters', '#mentalhealthawareness', '#fypシedrec0very', '#recoveryispossible', '#dog']"
healingnoelle,7.33052E+18,,"['#fyp', '#fypシ', '#fypシ', '#quote', '#quoteoftheday', '#mentalhealthmatters', '#mentalhealthawareness', '#fypシedrec0very', '#recoveryispossible', '#shawarenes']"
ssttaarrrggiirrlll,7.49166E+18,,"['#fyp', '#recoveryispossible', '#edsheeranrecoveryy', '#recoverytok']"
ssttaarrrggiirrlll,7.49126E+18,,"['#fyp', '#recoveryispossible', '#edsheeranrecoveryy', '#recoverytok']"
ssttaarrrggiirrlll,7.48765E+18,,"['#fyp', '#recoveryispossible', '#edsheeranrecoveryy', '#recoverytok']"
ssttaarrrggiirrlll,7.48739E+18,,"['#fyp', '#recoveryispossible', '#edsheeranrecoveryy', '#recoverytok']"
ssttaarrrggiirrlll,7.48699E+18,,[]
ssttaarrrggiirrlll,7.47827E+18,,"['#recoveryispossible', '#fyp', '#edsheeranrecoveryy', '#neda', '#inpatient']"
ssttaarrrggiirrlll,7.47639E+18,,"['#recoveryispossible', '#fyp', '#recoverytok', '#edsheeranrecoveryy', '#neda']"
ssttaarrrggiirrlll,7.46756E+18,,"['#recoveryispossible', '#recoverytok', '#edsheeranrecoveryy', '#fyp']"
ssttaarrrggiirrlll,7.45224E+18,,"['#recoveryispossible', '#recoverytok', '#edsheeranrecoveryy', '#fyp']"
sxfia.diaz,7.19414E+18,,"['#mentalhealth', '#edrecovery', '#rec0veryisworthit', '#rec0very', '#mentalhealthtiktok', '#recoverytok']"
sxfia.diaz,7.1949E+18,,"['#stitch', '#rec0very', '#mentalhealth']"
sxfia.diaz,7.23825E+18,,"['#naturescereal', '#dietculture']"
sxfia.diaz,7.23672E+18,,['#cat']
sxfia.diaz,7.23023E+18,,[]
sxfia.diaz,7.22975E+18,,"['#teen', '#adult', '#adultmoney']"
sxfia.diaz,7.22935E+18,,"['#toxic', '#quotes', '#motivetion', '#bodyneutrality', '#bodypositivity', '#weightgain', '#healthy']"
sxfia.diaz,7.22864E+18,,[]
sxfia.diaz,7.22823E+18,,['#brainfog']
sxfia.diaz,7.2259E+18,,"['#recoverytok', '#mentalhealth', '#growth', '#weightgain', '#edrecovery', '#selflove', '#bodypositivity', '#bodyneutrality']"
sxfia.diaz,7.21486E+18,,"['#recoverytok', '#chronicillness', '#ibs', '#chronicpain', '#ehlersdanlossyndrome']"
sxfia.diaz,7.20225E+18,,"['#recOvery', '#mentalhealth', '#recoverytok']"
sxfia.diaz,7.19894E+18,,[]
sxfia.diaz,7.1933E+18,,"['#mentalhealth', '#edrecovery', '#edawarewness', '#mentalhealthtiktok', '#recoverytok', '#tedtalk', '#romanticise', '#rec0very', '#edsheeranrecoveryy']"
sxfia.diaz,7.10316E+18,,"['#anarecoveryy', '#edrec0very', '#itmademethinkofyou', '#beforeandafter', '#fyp', '#trending']"
sxfia.diaz,7.10254E+18,,"['#anarecoveryy', '#edrec0very', '#edsheeran', '#icecream', '#magnum', '#eatittobeatit', '#fyp']"
sxfia.diaz,7.07977E+18,,"['#redbandsociety', '#emmachota', '#edrec0very', '#anarecoveryy']"
sxfia.diaz,7.07605E+18,,"['#anarecoveryy', '#edrec0very', '#dietician']"
sxfia.diaz,7.06787E+18,,"['#edrec0very', '#anarecoveryy']"
sxfia.diaz,7.05751E+18,,"['#nothinginmybrain', '#closeyourrings', '#exam', '#revision']"
secret.secret0101,7.49131E+18,,"['#fyp', '#secretaccount', '#xybca', '#vent', '#ed']"
secret.secret0101,7.48789E+18,,"['#fyp', '#secretaccount', '#xybca', '#ed', '#vent', '#blowup']"
secret.secret0101,7.4928E+18,,"['#fyp', '#secretaccount', '#xybca', '#vent', '#love', '#breakup']"
secret.secret0101,7.49276E+18,,"['#fyp', '#secretaccount', '#xybca', '#vent', '#venttok', '#venttiktok', '#2025', '#foryou', '#foryoupage', '#foryoupageofficiall', '#blowup', '#blowthisup']"
secret.secret0101,7.49263E+18,,"['#fyp', '#secretaccount', '#xybca', '#exbestfriend', '#breakup', '#vent', '#teenager', '#relatable']"
secret.secret0101,7.49206E+18,,"['#fyp', '#secretaccount', '#xybca', '#vent', '#venttok', '#venttiktok', '#issue', '#pain', '#teenager', '#relatable', '#real', '#staystrong', '#itsok']"
secret.secret0101,7.49201E+18,,"['#fyp', '#secretaccount', '#xybca', '#love', '#breakup', '#moveon', '#teenager', '#vent', '#unfortunately', '#blowup', '#staystrong', '#brokenheart', '#healing', '#ex', '#exboyfriend', '#foryou', '#foryoupage', '#foryoupageofficiall', '#fypage', '#forypage']"
secret.secret0101,7.49201E+18,,"['#fyp', '#secretaccount', '#xybca', '#teenager', '#mentalhealth', '#givingup', '#blowthisup', '#relatable', '#vent', '#venttok', '#venttiktok', '#unfortunately', '#sadpost', '#yep']"
secret.secret0101,7.49123E+18,,"['#fyp', '#secretaccount', '#xybca', '#vent', '#blowup', '#teenager', '#venttok', '#venttiktok', '#blowthisup', '#viral', '#sadpost', '#relatable', '#staystrong', '#mentalhealth', '#mentalhealthmatters', '#reachout', '#teenagementalhealth', '#young']"
secret.secret0101,7.48962E+18,,"['#fyp', '#secretaccount', '#xybca', '#grades', '#teenager', '#blowup', '#blowthisup', '#school', '#parents']"
secret.secret0101,7.48834E+18,,"['#fyp', '#secretaccount', '#xybca', '#hateschool', '#ihateschool', '#vent', '#blowup', '#relatable', '#teenager', '#teenage', '#mentalhealth', '#struggling', '#venttok', '#venttiktok']"
secret.secret0101,7.486E+18,,"['#fyp', '#secretaccount', '#xybca', '#makeup', '#insecure', '#imperfections', '#relatable', '#vent', '#blowthisup', '#viral']"
secret.secret0101,7.48571E+18,,"['#fyp', '#secretaccount', '#xybca', '#missingsomeone', '#love', '#breakup', '#loml', '#billieeilishlyrics', '#lyrics', '#whatwasimadefor', '#relatable', '#real', '#teenage', '#life', '#blowthisup', '#viral', '#unlockmylikes']"
secret.secret0101,7.48049E+18,,"['#fyp', '#vent', '#secretaccount', '#real', '#relatable', '#teenage', '#foryou', '#foryoupage', '#foryoupageofficiall', '#foryoupageofficial', '#viral', '#shh', '#scars', '#issues', '#mentalhealth', '#cuts', '#triggerwarning', '#sorry', '#whiteferrari', '#teenager', '#scar']"
recovering.with.me_,7.49221E+18,,"['#challenge', '#ednotsheeranrec0very', '#mentalhealthmatters', '#recoveryispossible', '#fyp', '#easy']"
recovering.with.me_,7.4919E+18,,"['#ednotsheeranrec0very', '#mentalhealthmatters', '#recoveryispossible', '#fyp']"
recovering.with.me_,7.49119E+18,,"['#ednotsheeranrec0very', '#mentalhealthmatters', '#recoveryispossible', '#fyp', '#quotes']"
recovering.with.me_,7.48966E+18,,"['#ednotsheeranrec0very', '#mentalhealthmatters', '#recoveryispossible', '#fyp']"
recovering.with.me_,7.48783E+18,,"['#ednotsheeranrec0very', '#mentalhealthmatters', '#recoveryispossible', '#blood', '#sugar', '#fyp']"
recovering.with.me_,7.48713E+18,,"['#ednotsheeranrec0very', '#recoveryispossible', '#mentalhealthmatters', '#flowers', '#flowers', '#send']"
recovering.with.me_,7.48669E+18,,"['#ednotsheeranrec0very', '#recoveryispossible', '#mentalhealthmatters', '#friend', '#hopsital', '#wieiadedrecovery', '#sad']"
recovering.with.me_,7.48523E+18,,"['#ednotsheeranrec0very', '#theworldendedwhenithappenedtome', '#recoveryispossible', '#viral', '#mentalhealthmatters', '#fyp', '#wieiadedrecovery']"
recovering.with.me_,7.48485E+18,,"['#ednotsheeranrec0very', '#theworldendedwhenithappenedtome', '#recoveryispossible', '#mentalhealthmatters', '#viral', '#fyp']"
recovering.with.me_,7.48447E+18,,"['#ednotsheeranrec0very', '#theworldendedwhenithappenedtome', '#recoveryispossible', '#mentalhealthmatters', '#viral']"
recovering.with.me_,7.48341E+18,,"['#recoveryispossible', '#pizza', '#ednotsheeranrec0very', '#wieiadedrecovery', '#viral']"
recovering.with.me_,7.48265E+18,,"['#recoveryispossible', '#pizza', '#ednotsheeranrec0very', '#wieiadedrecovery', '#viral', '#mentalhealthmatters']"
recovering.with.me_,7.48161E+18,,"['#dessert', '#recoveryispossible', '#ednotsheeranrec0very', '#wieiadedrecovery', '#viral']"
recovering.with.me_,7.48139E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#wieiadedrecovery', '#shesnotbetter', '#ednotsheeranrec0very', '#viral', '#fyp']"
recovering.with.me_,7.48043E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#wieiadedrecovery', '#cyclone', '#viral', '#anxiety']"
recovering.with.me_,7.48012E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#wieiadedrecovery', '#cyclone', '#nightmare', '#viral']"
recovering.with.me_,7.47995E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#wieiadedrecovery', '#cyclone', '#cyclonealfred', '#greenscreenvideo']"
recovering.with.me_,7.47963E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#wieiadedrecovery', '#fyp', '#cyclone', '#cyclonealfred', '#fyp']"
recovering.with.me_,7.47897E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#wieiadedrecovery', '#fyp']"
recovering.with.me_,7.47889E+18,,"['#mentalhealthmatters', '#cyclone', '#recoveryispossible', '#fyp']"
recovering.with.me_,7.47805E+18,,"['#mentalhealthmatters', '#cyclone', '#cyclonealfred', '#poweroutage', '#fyp', '#recoveryispossible']"
recovering.with.me_,7.47786E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#fyp', '#recovery', '#ednotsheeranrec0very', '#wieiadedrecovery', '#supplements']"
recovering.with.me_,7.4777E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#fyp', '#quotes', '#recovery', '#fyp', '#ednotsheeranrec0very', '#wieiadedrecovery']"
recovering.with.me_,7.47745E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#fyp', '#ednotsheeranrec0very', '#wieiadedrecovery']"
recovering.with.me_,7.47733E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#travel', '#dance', '#hunger', '#fyp']"
recovering.with.me_,7.47714E+18,,"['#dayinmylife', '#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#fy', '#fyp', '#teamwork']"
recovering.with.me_,7.47698E+18,,"['#interupted', '#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#fy']"
recovering.with.me_,7.47658E+18,,['#onthisday']
recovering.with.me_,7.47634E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#13reasonswhy', '#weight']"
recovering.with.me_,7.47597E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#content']"
recovering.with.me_,7.47525E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#billieeilish', '#billie']"
recovering.with.me_,7.47492E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#recoverytok', '#wieiadedrecovery', '#billieeilish', '#billie', '#acai']"
recovering.with.me_,7.47372E+18,,"['#farmers', '#markets', '#freshfood', '#produce', '#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#recoverytok', '#wieiadedrecovery', '#fruit', '#veggies']"
recovering.with.me_,7.47301E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#billieeilish', '#billie', '#recoveryispossible', '#ednotsheeranrec0very', '#recoverytok', '#wieiadedrecovery']"
recovering.with.me_,7.47249E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#ednotsheeranrec0very', '#interupted', '#recoverytok', '#trend', '#yoghurtbowl', '#breakfast']"
recovering.with.me_,7.47192E+18,,"['#18', '#fakesituation', '#fakebodyy', '#mentalhealthmatters', '#recoveryispossible', '#wieiadedrecovery', '#ednotsheeranrec0very', '#recoverytok', '#interupted']"
recovering.with.me_,7.47181E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#wieiadedrecovery', '#trend', '#recoverytok', '#fy', '#ednotsheeranrec0very']"
recovering.with.me_,7.47104E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#wieiadedrecovery']"
recovering.with.me_,7.47039E+18,,"['#mentalhealthmatters', '#recoveryispossible', '#wieiadedrecovery', '#trend', '#trending']"
recovering.with.me_,7.46932E+18,,"['#charlixcx', '#mentalhealthmatters', '#recoveryispossible', '#recoverytok', '#wieiadedrecovery', '#eating', '#fy']"
recovering.with.me_,7.46842E+18,,"['#mentalhealthmatters', '#recoverytok', '#recoveryispossible', '#wieiadedrecovery', '#ed', '#eating', '#ednotsheeranrec0very']"
recovering.with.me_,7.46783E+18,,"['#mentalhealthmatters', '#recoverytok', '#recoveryispossible', '#wieiadedrecovery', '#ed', '#eating', '#ednotsheeranrec0very']"
recovering.with.me_,7.46747E+18,,"['#mentalhealthmatters', '#recovery', '#recoverytok', '#recoveryispossible', '#wieiadedrecovery', '#ed', '#ednotsheeranrec0very']"
recovering.with.me_,7.46738E+18,,"['#mentalhealthmatters', '#recovery', '#recoverytok', '#recoveryispossible', '#ed', '#wieiadedrecovery']"
recovering.with.me_,7.46672E+18,,"['#mentalhealthmatters', '#recovery', '#recoverytok', '#recoveryispossible', '#ed']"
recovering.with.me_,7.46593E+18,,"['#mentalhealthmatters', '#recovery', '#recoverytok', '#recoveryispossible', '#ed', '#fyp', '#wieiadedrecovery']"
recovering.with.me_,7.46584E+18,,"['#mentalhealthmatters', '#ednotsheeranrec0very', '#relatable', '#recover', '#fyp']"
recovering.with.me_,7.46525E+18,,"['#mentalhealthmatters', '#ednotsheeranrec0very', '#relatable', '#recover', '#fyp']"
recovering.with.me_,7.46474E+18,,"['#mentalhealthmatters', '#ednotsheeranrec0very', '#relatable', '#grippysocks', '#vacay']"
recovering.with.me_,7.46412E+18,,"['#mentalhealthmatters', '#ednotsheeranrec0very', '#relatable', '#recover']"
weirdroni,7.44927E+18,,"['#foryou', '#eat']"
weirdroni,7.44338E+18,,['#foryou']
weirdroni,7.44189E+18,,"['#foryou', '#winter']"
weirdroni,7.4393E+18,,"['#foryou', '#pianoman']"
weirdroni,7.39775E+18,,"['#פוריו', '#foryou']"
weirdroni,7.3948E+18,,['#פוריו']
weirdroni,7.39372E+18,,[]
weirdroni,7.38778E+18,,['#דראפט']
weirdroni,7.38411E+18,,['#פוריו']
weirdroni,7.377E+18,,['#foryou']
weirdroni,7.34549E+18,,"['#פוריו', '#foryou']"
weirdroni,7.30687E+18,,"['#פוריו', '#foryou', '#טרנד']"
weirdroni,7.30017E+18,,"['#פוריו', '#הוא', '#foryou']"
weirdroni,7.29796E+18,,"['#addyours', '#פוריו', '#טעים', '#foryou', '#food']"
weirdroni,7.29577E+18,,"['#foryou', '#oliviarodrigo', '#birthdaygirl', '#birthday', '#sad']"
weirdroni,7.29016E+18,,"['#foryou', '#israel', '#awareness', '#animals', '#cat', '#חתול', '#חיות', '#מלחמה', '#טילים']"
weirdroni,7.27937E+18,,"['#foryou', '#hospital', '#awareness']"
weirdroni,7.26305E+18,,"['#emotional', '#barbie', '#billie', '#barbiemovie']"
weirdroni,7.25896E+18,,"['#foryou', '#2021']"
weirdroni,7.24077E+18,,[]
weirdroni,7.23447E+18,,"['#foryou', '#viral', '#פוריו']"
weirdroni,7.23333E+18,,"['#foryou', '#viral', '#smash', '#פוריו']"
weirdroni,7.23297E+18,,"['#foryou', '#viral', '#פוריו', '#ויראלי', '#פוריוישראל']"
weirdroni,7.23154E+18,,"['#foryou', '#tw', '#יעלגרימברג']"
weirdroni,7.23114E+18,,[]
weirdroni,7.23073E+18,,"['#דראפט', '#foryou']"
weirdroni,7.22932E+18,,"['#foryou', '#viral']"
weirdroni,7.22925E+18,,"['#אנגלית', '#בגרות', '#פוריו', '#foryou', '#viral']"
weirdroni,7.22889E+18,,[]
weirdroni,7.22824E+18,,"['#foryou', '#פוריו', '#viral', '#bestluck']"
weirdroni,7.22816E+18,,"['#foryou', '#פוריו', '#trend', '#viral']"
weirdroni,7.22747E+18,,"['#foryou', '#פוריו', '#פוריועולמי', '#viral', '#dance']"
weirdroni,7.22702E+18,,[]
weirdroni,7.22702E+18,,"['#animal', '#foryou', '#פוריו', '#חיות']"
weirdroni,7.22663E+18,,['#foryou']
weirdroni,7.2265E+18,,[]
weirdroni,7.22637E+18,,"['#foryou', '#פוריו', '#ויראלי']"
weirdroni,7.22339E+18,,"['#ww2', '#holocaust']"
weirdroni,7.22328E+18,,"['#foryou', '#פוריו', '#tw', '#יוםהשואהוהגבורה', '#יוםהשואה']"
weirdroni,7.22302E+18,,[]
weirdroni,7.22302E+18,,[]
weirdroni,7.22295E+18,,"['#foryou', '#draft']"
weirdroni,7.22262E+18,,[]
weirdroni,7.22262E+18,,"['#foryou', '#פוריו']"
weirdroni,7.22192E+18,,"['#foryou', '#פוריו']"
weirdroni,7.22187E+18,,[]
weirdroni,7.22186E+18,,"['#foryou', '#פוריו', '#פוריועולמי', '#פוריוישראל', '#bff', '#friends']"
weirdroni,7.22117E+18,,"['#דראפט', '#foryou', '#פוריו']"
weirdroni,7.22114E+18,,"['#foryou', '#loveyou', '#home', '#פוריו', '#פוריוישראל']"
weirdroni,7.22076E+18,,"['#foryou', '#overthinking', '#vir']"
wheel0fwow,7.48737E+18,,[]
wheel0fwow,7.42799E+18,,[]
wheel0fwow,7.36305E+18,,[]
wheel0fwow,7.26049E+18,,[]
wheel0fwow,7.15378E+18,,[]
wheel0fwow,6.91321E+18,,[]
hbrush70,7.49094E+18,,['#jokes']
hbrush70,7.48768E+18,,"['#ed', '#recoverytok', '#healingprocess']"
hbrush70,7.48577E+18,,"['#bestfriend', '#loveyou', '#velvetring', '#velvet']"
hbrush70,7.48521E+18,,[]
hbrush70,7.36375E+18,,[]
hbrush70,7.35886E+18,,[]
hbrush70,7.35858E+18,,[]
careyeats,7.4918E+18,,"['#recovery', '#edsheeranrecoveryy', '#fyp', '#foodguilt', '#mia']"
careyeats,7.49139E+18,,"['#edsheeranrecoveryy', '#edrec0very', '#recovery', '#wieiad']"
careyeats,7.49105E+18,,"['#greenscreenvideo', '#bed', '#edsheeranrecoveryy', '#mia', '#ana', '#MentalHealthAwareness', '#ed']"
careyeats,7.48956E+18,,"['#ed', '#bed', '#edsheeranrecoveryy', '#mia', '#wieiad', '#edrec0very', '#bedawareness', '#ana']"
careyeats,7.48917E+18,,"['#ed', '#edsheeranrecoveryy', '#bed', '#mia', '#foodnoise', '#wieiad', '#edrec0very', '#recovery', '#mentalhealthmatters']"
careyeats,7.48881E+18,,"['#ed', '#bed', '#MentalHealthAwareness', '#mia', '#foodnoise', '#food', '#edsheeranrecoveryy', '#bedrecovery', '#fyp', '#foodguilt', '#recovery', '#nomigo', '#mentalhealthmatters', '#edrec0very']"
careyeats,7.48843E+18,,"['#bed', '#edsheeranrecoveryy', '#wieiadedrecovery', '#wieiad', '#mia', '#ana', '#recovery', '#mentalhealthmatters', '#mentalhealthawareness']"
careyeats,7.48806E+18,,"['#bed', '#edsheeranrecoveryy', '#recovery', '#mia', '#foodnoise', '#mentalhealthmatters']"
careyeats,7.48771E+18,,"['#bed', '#ed', '#mia', '#edsheeranrecoveryy', '#foodnoise', '#guilt', '#mentalhealthmatters', '#bedrecovery']"
